drug_id,active_ingredients,group_related,num_act_ingr
1626_test,MOXONIDINE,Antihipertensivos y Cardiovasculares,1
1626_train,"ISPAGHUL (GRAINE D'),  TÉGUMENT DE LA",Otras,2
1627_test,TELMISARTAN,Otras,1
1627_train,ANASTROZOLE,Antihipertensivos y Cardiovasculares,1
1628_test,BÉNAZÉPRIL (CHLORHYDRATE DE),Otras,1
1628_train,CAPÉCITABINE,Otras,1
1629_test,FLÉCAÏNIDE (ACÉTATE DE),Antiinflamatorios y Analgésicos,1
1629_train,FOSINOPRIL SODIQUE,Antibióticos y Antimicrobianos,1
163_test,DINITRATE D'ISOSORBIDE,Otras,1
163_train,"CIPROFLOXACINE,  CHLORHYDRATE DE CIPROFLOXACINE",Antibióticos y Antimicrobianos,2
1630_test,"HYDROCHLOROTHIAZIDE,  OLMÉSARTAN MÉDOXOMIL",Antihipertensivos y Cardiovasculares,2
1630_train,"ÉSOMÉPRAZOLE,  ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ",Antiinflamatorios y Analgésicos,2
1631_test,GABAPENTINE,Anticonvulsivos y Antiepilépticos,1
1631_train,CAPÉCITABINE,Otras,1
1632_test,"IRBÉSARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
1632_train,FLUCONAZOLE,Antiinflamatorios y Analgésicos,1
1633_test,ALLOPURINOL,Otras,1
1633_train,CHLORHYDRATE DE CÉLIPROLOL,Otras,1
1634_test,"SCOPOLAMINE,  BROMHYDRATE DE SCOPOLAMINE",Antiinflamatorios y Analgésicos,2
1634_train,SIMVASTATINE,Otras,1
1635_test,"IOBITRIDOL,  IODE",Otras,2
1635_train,EXÉMESTANE,Otras,1
1636_test,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
1636_train,"PÉRINDOPRIL,  PÉRINDOPRIL TERT-BUTYLAMINE",Antihipertensivos y Cardiovasculares,2
1637_test,"BRIMONIDINE,  TARTRATE DE BRIMONIDINE",Antihipertensivos y Cardiovasculares,2
1637_train,"HYDROCHLOROTHIAZIDE,  VALSARTAN",Antihipertensivos y Cardiovasculares,2
1638_test,"IODE,  IODIXANOL",Otras,2
1638_train,MOLSIDOMINE,Antidepresivos y Psicotrópicos,1
1639_test,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
1639_train,CHLORHYDRATE D'AZÉLASTINE,Antihistamínicos y Descongestionantes,1
164_test,DÉSOGESTREL,Hormonas y Moduladores Hormonales,1
164_train,DESLORATADINE,Antihistamínicos y Descongestionantes,1
1640_test,LÉVÉTIRACÉTAM,Anticonvulsivos y Antiepilépticos,1
1640_train,CANDÉSARTAN CILEXÉTIL,Otras,1
1641_test,"FOSINOPRIL SODIQUE,  HYDROCHLOROTHIAZIDE",Antibióticos y Antimicrobianos,2
1641_train,"HÉMIFUMARATE DE BISOPROLOL,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
1642_test,CHLORURE DE SODIUM,Antihipertensivos y Cardiovasculares,1
1642_train,"RIVASTIGMINE BASE,  HYDROGÉNOTARTRATE DE RIVASTIGMINE",Antihipertensivos y Cardiovasculares,2
1643_test,"CHLORHYDRATE DE DORZOLAMIDE,  DORZOLAMIDE,  TIMOLOL,  MALÉATE DE TIMOLOL",Antiinflamatorios y Analgésicos,4
1643_train,"QUINAPRIL BASE,  QUINAPRIL (CHLORHYDRATE DE)",Antihipertensivos y Cardiovasculares,2
1644_test,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
1644_train,"LÉVOFLOXACINE,  LÉVOFLOXACINE HÉMIHYDRATÉE",Antiinflamatorios y Analgésicos,2
1645_test,FUROSÉMIDE,Antiinflamatorios y Analgésicos,1
1645_train,"CHLORHYDRATE DE VALACICLOVIR,  VALACICLOVIR",Antivirales,2
1646_test,GABAPENTINE,Anticonvulsivos y Antiepilépticos,1
1646_train,"NÉBIVOLOL BASE,  CHLORHYDRATE DE NÉBIVOLOL",Antihipertensivos y Cardiovasculares,2
1647_test,LORAZÉPAM,Antidepresivos y Psicotrópicos,1
1647_train,BICALUTAMIDE,Otras,1
1648_test,SIMVASTATINE,Otras,1
1648_train,FUMARATE DE BISOPROLOL,Antihipertensivos y Cardiovasculares,1
1649_test,CLARITHROMYCINE,Inmunosupresores y Moduladores del Sistema Inmune,1
1649_train,OLANZAPINE,Antidepresivos y Psicotrópicos,1
165_test,DESLORATADINE,Antihistamínicos y Descongestionantes,1
165_train,"FLUVASTATINE SODIQUE,  FLUVASTATINE BASE",Antihipertensivos y Cardiovasculares,2
1650_test,"PÉRINDOPRIL TERT-BUTYLAMINE,  PÉRINDOPRIL",Antihipertensivos y Cardiovasculares,2
1650_train,CHLORHYDRATE DE TRAMADOL,Otras,1
1651_test,PROPRANOLOL,Antihipertensivos y Cardiovasculares,1
1651_train,"PÉRINDOPRIL,  PÉRINDOPRIL TERT-BUTYLAMINE",Antihipertensivos y Cardiovasculares,2
1652_test,"FUMARATE DE BISOPROLOL,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
1652_train,ACICLOVIR,Antiinflamatorios y Analgésicos,1
1653_test,MANIDIPINE (DICHLORHYDRATE DE),Antihipertensivos y Cardiovasculares,1
1653_train,CHLORHYDRATE DE FEXOFÉNADINE,Antivirales,1
1654_test,"JOSAMYCINE (PROPIONATE DE),  JOSAMYCINE BASE",Otras,2
1654_train,"HYDROCHLOROTHIAZIDE,  TELMISARTAN",Antihipertensivos y Cardiovasculares,2
1655_test,"SPECTINOMYCINE,  SPECTINOMYCINE (DICHLORHYDRATE DE)",Antibióticos y Antimicrobianos,2
1655_train,"CHLORHYDRATE DE METFORMINE,  METFORMINE BASE",Antidiabéticos,2
1656_test,"RANITIDINE (CHLORHYDRATE DE),  RANITIDINE BASE",Antihipertensivos y Cardiovasculares,2
1656_train,IBUPROFÈNE,Antihistamínicos y Descongestionantes,1
1657_test,ALLOPURINOL,Otras,1
1657_train,TRINITRINE,Antiinflamatorios y Analgésicos,1
1658_test,CLARITHROMYCINE,Inmunosupresores y Moduladores del Sistema Inmune,1
1658_train,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
1659_test,"PÉRINDOPRIL,  PÉRINDOPRIL ARGININE",Antihipertensivos y Cardiovasculares,2
1659_train,NOMÉGESTROL (ACÉTATE DE),Hormonas y Moduladores Hormonales,1
166_test,"VASELINE,  LACTULOSE,  PARAFFINE LIQUIDE",Antihistamínicos y Descongestionantes,3
166_train,ZOPICLONE,Antidepresivos y Psicotrópicos,1
1660_test,DILTIAZEM (CHLORHYDRATE DE),Antihistamínicos y Descongestionantes,1
1660_train,"LÉVOCÉTIRIZINE,  DICHLORHYDRATE DE LÉVOCÉTIRIZINE",Antiinflamatorios y Analgésicos,2
1661_test,"ÉSOMÉPRAZOLE MAGNÉSIQUE,  ÉSOMÉPRAZOLE",Antiinflamatorios y Analgésicos,2
1661_train,ACÉTATE D'ALPHA-TOCOPHÉROL,Hormonas y Moduladores Hormonales,1
1662_test,"GLUCOSE ANHYDRE,  GLUCOSE MONOHYDRATÉ",Antidiabéticos,2
1662_train,MITOMYCINE C,Otras,1
1663_test,MYCOPHÉNOLATE MOFÉTIL,Otras,1
1663_train,"GLUCOSE MONOHYDRATÉ,  GLUCOSE ANHYDRE",Antidiabéticos,2
1664_test,CHLORHYDRATE D'ALFUZOSINE,Antihipertensivos y Cardiovasculares,1
1664_train,SIMVASTATINE,Otras,1
1665_test,"DL-LYSINE (ACÉTYLSALICYLATE DE),  ACIDE ACÉTYLSALICYLIQUE",Antiinflamatorios y Analgésicos,2
1665_train,"NITRATE DE FENTICONAZOLE,  FENTICONAZOLE BASE",Antivirales,2
1666_test,FUMARATE DE BISOPROLOL,Antihipertensivos y Cardiovasculares,1
1666_train,"VENLAFAXINE,  CHLORHYDRATE DE VENLAFAXINE",Antidepresivos y Psicotrópicos,2
1667_test,PANCRÉATINE,Antihipertensivos y Cardiovasculares,1
1667_train,PERMÉTHRINE,Otras,1
1668_test,CARBAMAZÉPINE,Otras,1
1668_train,CHOLÉCALCIFÉROL,Otras,1
1669_test,INSULINE ASPARTE,Antidiabéticos,1
1669_train,INSULINE ASPARTE ISOPHANE BIPHASIQUE,Antidiabéticos,1
167_test,ACIDE FUSIDIQUE,Antiinflamatorios y Analgésicos,1
167_train,"LÉVONORGESTREL,  ÉTHINYLESTRADIOL,  LÉVONORGESTREL,  ÉTHINYLESTRADIOL",Otras,4
1670_test,DÉSOGESTREL,Hormonas y Moduladores Hormonales,1
1670_train,"METFORMINE,  CHLORHYDRATE DE METFORMINE",Antidiabéticos,2
1671_test,"PIPÉRACILLINE SODIQUE,  PIPÉRACILLINE,  TAZOBACTAM SODIQUE,  TAZOBACTAM",Antibióticos y Antimicrobianos,4
1671_train,DIDANOSINE,Antibióticos y Antimicrobianos,1
1672_test,CHLORHYDRATE DE LERCANIDIPINE,Antihipertensivos y Cardiovasculares,1
1672_train,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
1673_test,"HYDROCHLOROTHIAZIDE,  VALSARTAN",Antihipertensivos y Cardiovasculares,2
1673_train,GLIBENCLAMIDE,Antidiabéticos,1
1674_test,"HYDROCHLOROTHIAZIDE,  ZOFÉNOPRIL CALCIQUE",Antihipertensivos y Cardiovasculares,2
1674_train,"SAQUINAVIR,  SAQUINAVIR (MÉSILATE DE)",Otras,2
1675_test,ÉPLÉRÉNONE,Otras,1
1675_train,"PÉGINTERFÉRON BÊTA-1A ,  PÉGINTERFÉRON BÊTA-1A ",Antihipertensivos y Cardiovasculares,2
1676_test,CHLORHYDRATE DE MORPHINE,Antihipertensivos y Cardiovasculares,1
1676_train,"PÉRINDOPRIL TERT-BUTYLAMINE,  PÉRINDOPRIL,  INDAPAMIDE",Antiinflamatorios y Analgésicos,3
1677_test,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
1677_train,NITRATE D'ÉCONAZOLE,Otras,1
1678_test,RISPÉRIDONE,Antidepresivos y Psicotrópicos,1
1678_train,VALSARTAN,Antihipertensivos y Cardiovasculares,1
1679_test,TROPICAMIDE,Antidepresivos y Psicotrópicos,1
1679_train,"SODIUM (IOXAGLATE DE),  MÉGLUMINE (IOXAGLATE DE)",Otras,2
168_test,"VALSARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
168_train,DESLORATADINE,Antihistamínicos y Descongestionantes,1
1680_test,MIGLITOL,Otras,1
1680_train,IRBÉSARTAN,Antihipertensivos y Cardiovasculares,1
1681_test,"NORÉTHISTÉRONE (ACÉTATE DE),  ESTRADIOL",Hormonas y Moduladores Hormonales,2
1681_train,CHLORHYDRATE DE TRAMADOL,Otras,1
1682_test,FUMARATE DE BISOPROLOL,Antihipertensivos y Cardiovasculares,1
1682_train,"CHLORHYDRATE DE MILNACIPRAN,  MILNACIPRAN",Antihipertensivos y Cardiovasculares,2
1683_test,"ACIDE ALENDRONIQUE,  ALENDRONATE MONOSODIQUE TRIHYDRATÉ",Antidiabéticos,2
1683_train,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
1684_test,"CEFPODOXIME,  CEFPODOXIME PROXÉTIL",Antibióticos y Antimicrobianos,2
1684_train,BUDÉSONIDE,Antihipertensivos y Cardiovasculares,1
1685_test,"PANTOPRAZOLE,  PANTOPRAZOLE SODIQUE ANHYDRE",Otras,2
1685_train,FOLLITROPINE BÊTA,Hormonas y Moduladores Hormonales,1
1686_test,"CHLORHYDRATE D'AZÉLASTINE,  AZÉLASTINE",Antihistamínicos y Descongestionantes,2
1686_train,"ATORVASTATINE CALCIQUE TRIHYDRATÉE,  ATORVASTATINE",Antidepresivos y Psicotrópicos,2
1687_test,PHOSPHATE DE FLUDARABINE,Antivirales,1
1687_train,"HYDROCHLOROTHIAZIDE,  CANDÉSARTAN CILEXÉTIL",Antihipertensivos y Cardiovasculares,2
1688_test,VALSARTAN,Antihipertensivos y Cardiovasculares,1
1688_train,LÉVÉTIRACÉTAM,Anticonvulsivos y Antiepilépticos,1
1689_test,RÉPAGLINIDE,Otras,1
1689_train,NÉVIRAPINE ANHYDRE,Antivirales,1
169_test,"ESCITALOPRAM,  OXALATE D'ESCITALOPRAM",Antiinflamatorios y Analgésicos,2
169_train,"LÉVODOPA,  CARBIDOPA,  ENTACAPONE",Otras,3
1690_test,"CÉFÉPIME,  DICHLORHYDRATE DE CÉFÉPIME MONOHYDRATÉ",Antibióticos y Antimicrobianos,2
1690_train,"TAMOXIFÈNE BASE,  TAMOXIFÈNE (CITRATE DE)",Otras,2
1691_test,"GLUCONATE DE CUIVRE,  MOLYBDATE DE SODIUM DIHYDRATÉ,  GLUCONATE DE MANGANÈSE,  SÉLÉNITE DE SODIUM,  GLUCONATE DE ZINC,  CHLORURE DE CHROME HEXAHYDRATÉ,  IODURE DE POTASSIUM,  FLUORURE DE SODIUM,  GLUCONATE FERREUX",Antihipertensivos y Cardiovasculares,9
1691_train,DIACÉTATE DE MIDÉCAMYCINE,Otras,1
1692_test,"LISINOPRIL ANHYDRE,  LISINOPRIL DIHYDRATÉ",Antihipertensivos y Cardiovasculares,2
1692_train,BÉZAFIBRATE,Otras,1
1693_test,THIOCOLCHICOSIDE,Otras,1
1693_train,DICHLORHYDRATE DE BÉTAHISTINE,Antiinflamatorios y Analgésicos,1
1694_test,CAPTOPRIL,Otras,1
1694_train,"CHLORHYDRATE DE FLUOXÉTINE,  FLUOXÉTINE BASE",Antiinflamatorios y Analgésicos,2
1695_test,"IODE,  IOMÉPROL",Otras,2
1695_train,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
1696_test,"CIPROFLOXACINE,  CHLORHYDRATE DE CIPROFLOXACINE",Antibióticos y Antimicrobianos,2
1696_train,"LOSARTAN,  HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,3
1697_test,OMÉPRAZOLE,Antibióticos y Antimicrobianos,1
1697_train,"BÉSILATE DE CLOPIDOGREL,  CLOPIDOGREL",Anticonvulsivos y Antiepilépticos,2
1698_test,SODIUM (FUSIDATE DE),Otras,1
1698_train,RISPÉRIDONE,Antidepresivos y Psicotrópicos,1
1699_test,NÉFOPAM (CHLORHYDRATE DE),Antihipertensivos y Cardiovasculares,1
1699_train,HÉMIFUMARATE DE BISOPROLOL,Antihipertensivos y Cardiovasculares,1
17_test,PRAVASTATINE SODIQUE,Antihipertensivos y Cardiovasculares,1
17_train,ACICLOVIR,Antiinflamatorios y Analgésicos,1
170_test,SIMVASTATINE,Otras,1
170_train,"LOSARTAN POTASSIQUE,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
1700_test,GLIMÉPIRIDE,Antidiabéticos,1
1700_train,ZOLMITRIPTAN,Antiinflamatorios y Analgésicos,1
1701_test,"IODE,  IODIXANOL",Otras,2
1701_train,CANDÉSARTAN CILEXÉTIL,Otras,1
1702_test,DOMPÉRIDONE,Otras,1
1702_train,SPIRONOLACTONE,Antidepresivos y Psicotrópicos,1
1703_test,AMISULPRIDE,Antidepresivos y Psicotrópicos,1
1703_train,RIBAVIRINE,Antivirales,1
1704_test,GLICLAZIDE,Antidiabéticos,1
1704_train,"MÉMANTINE BASE,  CHLORHYDRATE DE MÉMANTINE",Antihipertensivos y Cardiovasculares,2
1705_test,CHLORHYDRATE DE VÉRAPAMIL,Otras,1
1705_train,"CHLORPROMAZINE (CHLORHYDRATE DE),  CHLORPROMAZINE",Antiinflamatorios y Analgésicos,2
1706_test,"CHLORHYDRATE DE METFORMINE,  METFORMINE",Antidiabéticos,2
1706_train,FLUCONAZOLE,Antiinflamatorios y Analgésicos,1
1707_test,CLOZAPINE,Antibióticos y Antimicrobianos,1
1707_train,"NÉBIVOLOL BASE,  CHLORHYDRATE DE NÉBIVOLOL",Antihipertensivos y Cardiovasculares,2
1708_test,PRAVASTATINE SODIQUE,Antihipertensivos y Cardiovasculares,1
1708_train,"PANTOPRAZOLE,  PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ",Otras,2
1709_test,"ÉSOMÉPRAZOLE MAGNÉSIQUE DIHYDRATÉ,  ÉSOMÉPRAZOLE",Antiinflamatorios y Analgésicos,2
1709_train,"ATORVASTATINE,  ATORVASTATINE CALCIQUE TRIHYDRATÉE",Antidepresivos y Psicotrópicos,2
171_test,"CANDÉSARTAN CILEXÉTIL,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
171_train,"FLUOXÉTINE BASE,  CHLORHYDRATE DE FLUOXÉTINE",Antiinflamatorios y Analgésicos,2
1710_test,DINITRATE D'ISOSORBIDE,Otras,1
1710_train,DARBÉPOÉTINE ALFA,Otras,1
1711_test,"ENTACAPONE,  LÉVODOPA,  CARBIDOPA ANHYDRE,  CARBIDOPA MONOHYDRATÉE",Otras,4
1711_train,IRBÉSARTAN,Antihipertensivos y Cardiovasculares,1
1712_test,"CITALOPRAM BASE,  BROMHYDRATE DE CITALOPRAM",Antiinflamatorios y Analgésicos,2
1712_train,LÉVÉTIRACÉTAM,Anticonvulsivos y Antiepilépticos,1
1713_test,"BÉSILATE D'AMLODIPINE,  AMLODIPINE",Antihipertensivos y Cardiovasculares,2
1713_train,"ÉSOMÉPRAZOLE MAGNÉSIQUE,  ÉSOMÉPRAZOLE",Antiinflamatorios y Analgésicos,2
1714_test,"ACIDE ALENDRONIQUE,  ALENDRONATE MONOSODIQUE TRIHYDRATÉ",Antidiabéticos,2
1714_train,CHLORHYDRATE DE VÉRAPAMIL,Otras,1
1715_test,"DIHYDROGÉNOPHOSPHATE DE RILMÉNIDINE,  RILMÉNIDINE",Otras,2
1715_train,"TELMISARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
1716_test,TRANDOLAPRIL,Otras,1
1716_train,AMISULPRIDE,Antidepresivos y Psicotrópicos,1
1717_test,RÉPAGLINIDE,Otras,1
1717_train,"ATORVASTATINE,  ATORVASTATINE CALCIQUE",Antidepresivos y Psicotrópicos,2
1718_test,LOSARTAN POTASSIQUE,Antihipertensivos y Cardiovasculares,1
1718_train,"PÉRINDOPRIL,  PÉRINDOPRIL TERT-BUTYLAMINE",Antihipertensivos y Cardiovasculares,2
1719_test,AMISULPRIDE,Antidepresivos y Psicotrópicos,1
1719_train,"ACIDE VALPROÏQUE,  VALPROATE DE SODIUM",Otras,2
172_test,"FUMARATE DE BISOPROLOL,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
172_train,CANDÉSARTAN CILEXÉTIL,Otras,1
1720_test,FOSINOPRIL,Antibióticos y Antimicrobianos,1
1720_train,RÉPAGLINIDE,Otras,1
1721_test,PARACÉTAMOL,Antiinflamatorios y Analgésicos,1
1721_train,LIDOCAÏNE,Antiinflamatorios y Analgésicos,1
1722_test,"ESCITALOPRAM,  OXALATE D'ESCITALOPRAM",Antiinflamatorios y Analgésicos,2
1722_train,LORATADINE,Antidepresivos y Psicotrópicos,1
1723_test,PÉRAMPANEL,Antivirales,1
1723_train,"CHLORHYDRATE DE CIPROFLOXACINE,  CIPROFLOXACINE",Antibióticos y Antimicrobianos,2
1724_test,GLIMÉPIRIDE,Antidiabéticos,1
1724_train,"CANDÉSARTAN CILEXÉTIL,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
1725_test,SUCCINATE DE MÉTOPROLOL,Antihipertensivos y Cardiovasculares,1
1725_train,"LOSARTAN POTASSIQUE,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
1726_test,ISONIAZIDE,Otras,1
1726_train,DIPROPIONATE DE BÉCLOMÉTHASONE,Otras,1
1727_test,"FENTANYL,  FENTANYL (CITRATE DE)",Antiinflamatorios y Analgésicos,2
1727_train,"CHLORHYDRATE DE SERTRALINE,  SERTRALINE BASE",Antidepresivos y Psicotrópicos,2
1728_test,"IRBÉSARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
1728_train,GLIMÉPIRIDE,Antidiabéticos,1
1729_test,PROPRANOLOL (CHLORHYDRATE DE),Antihipertensivos y Cardiovasculares,1
1729_train,IBUPROFÈNE,Antihistamínicos y Descongestionantes,1
173_test,"AMLODIPINE,  BÉSILATE D'AMLODIPINE",Antihipertensivos y Cardiovasculares,2
173_train,CLONIDINE (CHLORHYDRATE DE),Antidepresivos y Psicotrópicos,1
1730_test,CHLORHYDRATE DE DILTIAZEM,Antihipertensivos y Cardiovasculares,1
1730_train,MORNIFLUMATE,Antibióticos y Antimicrobianos,1
1731_test,"POLYMYXINE B (SULFATE DE),  NÉOMYCINE (SULFATE DE)",Antibióticos y Antimicrobianos,2
1731_train,"VENLAFAXINE,  CHLORHYDRATE DE VENLAFAXINE",Antidepresivos y Psicotrópicos,2
1732_test,OLANZAPINE,Antidepresivos y Psicotrópicos,1
1732_train,FUROSÉMIDE,Antiinflamatorios y Analgésicos,1
1733_test,CHLORHYDRATE DE TRAMADOL,Otras,1
1733_train,"HYDROCHLOROTHIAZIDE,  VALSARTAN",Antihipertensivos y Cardiovasculares,2
1734_test,OLANZAPINE,Antidepresivos y Psicotrópicos,1
1734_train,"MÉGLUMINE,  GADOBÉNATE DE DIMÉGLUMINE,  ACIDE GADOBÉNIQUE",Inmunosupresores y Moduladores del Sistema Inmune,3
1735_test,MÉTOCLOPRAMIDE,Antiinflamatorios y Analgésicos,1
1735_train,"FLUVASTATINE,  FLUVASTATINE SODIQUE",Antihipertensivos y Cardiovasculares,2
1736_test,"CIPROFLOXACINE,  CHLORHYDRATE DE CIPROFLOXACINE",Antibióticos y Antimicrobianos,2
1736_train,VALSARTAN,Antihipertensivos y Cardiovasculares,1
1737_test,"TERBINAFINE,  CHLORHYDRATE DE TERBINAFINE",Antihipertensivos y Cardiovasculares,2
1737_train,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
1738_test,"KETOTIFÈNE (FUMARATE DE),  KETOTIFÈNE BASE",Antihistamínicos y Descongestionantes,2
1738_train,THIOCOLCHICOSIDE,Otras,1
1739_test,"CÉFOTIAM,  CHLORHYDRATE DE CÉFOTIAM HEXÉTIL",Antibióticos y Antimicrobianos,2
1739_train,TRINITRINE,Antiinflamatorios y Analgésicos,1
174_test,"CHLORHYDRATE DE BUPRÉNORPHINE,  BUPRÉNORPHINE",Antidepresivos y Psicotrópicos,2
174_train,"IODE,  IOMÉPROL",Otras,2
1740_test,LANSOPRAZOLE,Antihipertensivos y Cardiovasculares,1
1740_train,SIMVASTATINE,Otras,1
1741_test,"CHLORHYDRATE DE RANITIDINE,  RANITIDINE",Antiinflamatorios y Analgésicos,2
1741_train,CANDÉSARTAN CILEXÉTIL,Otras,1
1742_test,ATÉNOLOL,Antivirales,1
1742_train,INTERFÉRON BÊTA-1A,Antivirales,1
1743_test,"CHLORHYDRATE DE SERTRALINE,  SERTRALINE BASE",Antidepresivos y Psicotrópicos,2
1743_train,"CHLORHYDRATE DE FEXOFÉNADINE,  FEXOFÉNADINE BASE",Antivirales,2
1744_test,"METFORMINE (CHLORHYDRATE DE),  METFORMINE BASE",Antidiabéticos,2
1744_train,"PAMOATE DE TRIPTORÉLINE,  TRIPTORÉLINE",Antiinflamatorios y Analgésicos,2
1745_test,"ACIDE CLAVULANIQUE,  CLAVULANATE DE POTASSIUM,  AMOXICILLINE ANHYDRE,  AMOXICILLINE TRIHYDRATÉE",Antiinflamatorios y Analgésicos,4
1745_train,PIPOTIAZINE (PALMITATE DE),Antidepresivos y Psicotrópicos,1
1746_test,"HYDROCHLOROTHIAZIDE,  LOSARTAN POTASSIQUE",Antihipertensivos y Cardiovasculares,2
1746_train,NITRATE D'ÉCONAZOLE,Otras,1
1747_test,"HYDROCHLOROTHIAZIDE,  LISINOPRIL DIHYDRATÉ,  LISINOPRIL ANHYDRE",Antihipertensivos y Cardiovasculares,3
1747_train,OFLOXACINE,Antibióticos y Antimicrobianos,1
1748_test,"SERTRALINE BASE,  CHLORHYDRATE DE SERTRALINE",Antidepresivos y Psicotrópicos,2
1748_train,LANSOPRAZOLE,Antihipertensivos y Cardiovasculares,1
1749_test,PRÉGABALINE,Antivirales,1
1749_train,"ATORVASTATINE CALCIQUE TRIHYDRATÉE,  ATORVASTATINE",Antidepresivos y Psicotrópicos,2
175_test,"CHLORHYDRATE D'ACÉBUTOLOL,  ACÉBUTOLOL BASE",Antihistamínicos y Descongestionantes,2
175_train,GADOTÉRIDOL,Antivirales,1
1750_test,RISPÉRIDONE,Antidepresivos y Psicotrópicos,1
1750_train,CÉLÉCOXIB,Antiinflamatorios y Analgésicos,1
1751_test,OLANZAPINE,Antidepresivos y Psicotrópicos,1
1751_train,FÉNOFIBRATE,Antihipertensivos y Cardiovasculares,1
1752_test,TRANDOLAPRIL,Otras,1
1752_train,MÉLOXICAM,Antiinflamatorios y Analgésicos,1
1753_test,LANSOPRAZOLE,Antihipertensivos y Cardiovasculares,1
1753_train,ZOPICLONE,Antidepresivos y Psicotrópicos,1
1754_test,"TIMOLOL BASE,  MALÉATE DE TIMOLOL,  TRAVOPROST",Antihipertensivos y Cardiovasculares,3
1754_train,MALÉATE DE TRIMÉBUTINE,Antihipertensivos y Cardiovasculares,1
1755_test,"OXALATE D'ESCITALOPRAM,  ESCITALOPRAM",Antiinflamatorios y Analgésicos,2
1755_train,CHLORHYDRATE DE DILTIAZEM,Antihipertensivos y Cardiovasculares,1
1756_test,"IRBÉSARTAN,  HYDROCHLOROTHIAZIDE",Antihipertensivos y Cardiovasculares,2
1756_train,TRIHEXYPHÉNIDYLE (CHLORHYDRATE DE),Otras,1
1757_test,"LOPÉRAMIDE BASE,  CHLORHYDRATE DE LOPÉRAMIDE",Antihistamínicos y Descongestionantes,2
1757_train,ALBENDAZOLE,Antihistamínicos y Descongestionantes,1
1758_test,PÉRINDOPRIL TERT-BUTYLAMINE,Antihipertensivos y Cardiovasculares,1
1758_train,TACROLIMUS MONOHYDRATÉ,Antihipertensivos y Cardiovasculares,1
1759_test,MOXONIDINE,Antihipertensivos y Cardiovasculares,1
1759_train,MALÉATE DE TRIMÉBUTINE,Antihipertensivos y Cardiovasculares,1
176_test,AMIODARONE (CHLORHYDRATE D'),Antihistamínicos y Descongestionantes,1
176_train,"PRAMIPEXOLE (DICHLORHYDRATE DE) MONOHYDRATÉ,  PRAMIPEXOLE BASE",Antidepresivos y Psicotrópicos,2
1760_test,CHLORHYDRATE DE MIANSÉRINE,Antidepresivos y Psicotrópicos,1
1760_train,PREDNISONE,Antiinflamatorios y Analgésicos,1
1761_test,BROMHYDRATE DE GALANTAMINE,Antiinflamatorios y Analgésicos,1
1761_train,"MÉTRONIDAZOLE,  SPIRAMYCINE",Antiinflamatorios y Analgésicos,2
1762_test,"FLUVASTATINE BASE,  FLUVASTATINE SODIQUE",Antihipertensivos y Cardiovasculares,2
1762_train,CLONAZÉPAM,Antidepresivos y Psicotrópicos,1
1763_test,IBUPROFÈNE,Antihistamínicos y Descongestionantes,1
1763_train,FENTANYL,Antiinflamatorios y Analgésicos,1
1764_test,"LISINOPRIL DIHYDRATÉ,  LISINOPRIL ANHYDRE",Antihipertensivos y Cardiovasculares,2
1764_train,"ATORVASTATINE,  ATORVASTATINE CALCIQUE",Antidepresivos y Psicotrópicos,2
1765_test,"CHLORHYDRATE DE NARATRIPTAN,  NARATRIPTAN",Antiinflamatorios y Analgésicos,2
1765_train,RISPÉRIDONE,Antidepresivos y Psicotrópicos,1
1766_test,"AMOROLFINE BASE,  CHLORHYDRATE D'AMOROLFINE",Antidepresivos y Psicotrópicos,2
